Bodywash Name,Gender,Bodywash Notes (normalized),Recommended Perfume,Matched Notes,Match Strength (0-100),Perfume Notes (first 12),Reasoning
https://i5.walmartimages.com/seo/Dove-Men-Care-Body-Wash-Face-Wash-for-Men-Clean-Comfort-30-oz_faf61933-b2e2-4f07-8fc9-6b6dd3d42818.0ef77921f5a276df97327531c3e475d9.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"musk, charcoal",Velvet Fantasy Eau de Parfum,musk → musk (exact),50.0,"tangerine, pink pepper, black coffee, leather, violet, jasmine, lily of the valley, heliotrope powder, vanilla, amber, sandalwood, toffee",Shares key notes (musk → musk); overall match strength 50.0/100.
https://i5.walmartimages.com/seo/13-5oz-Body-Wash-Harry-Potter-Charms_eae4f9d6-fe64-436d-a3ee-c744f6b3ee44.02c4efa37e1ba366c51dd356faf74d19.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Cantu-For-Men-2-in-1-Hair-Body-Wash-with-Shea-Butter-Tea-Tree-Oil-and-Caffeine-13-5-fl-oz_ca252798-1a41-4fcb-bf0f-a5bcc6cef375.47a2077fc16c84d814edbddda0d908d2.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"tea tree, charcoal",Bowmakers Eau de Parfum,,0.0,"violin varnish, mahogany, outdoors, amber pine resin, maplewood, cypress, spiced tree resin, cedar, moss",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Dove-Men-Care-Extra-Fresh-Refreshing-Hydrating-Men-s-Face-Body-Wash-All-Skin-Twin-Pack-18-oz_40dace0b-1493-4096-9411-f1b41c845afe.79d8fdb68fdb93ea2cf50b2aeb533974.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, charcoal",Lili Laa Eau de Parfum,ozone → ozone (exact),50.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 50.0/100.
https://i5.walmartimages.com/seo/Old-Spice-Shower-Bath-Liquid_8818da53-c23e-449c-b008-bd172fce9706.96b6ca36dfa5d4d971235d9ea9146266.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Body-Wash-for-Men-Fiji-with-Palm-Tree-30-fl-oz_75f79cd2-cf5a-4003-92ef-9017b909d5d5.41a49102d22166a9352ac568cec93d26.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Suave-Men-3-in-1-Shampoo-Conditioner-Body-Wash-Soothing-Aloe-Vera-Bergamot-Vitamin-B7-28-fl-oz_c5ae18c0-e9ad-4c97-bebd-a1144de9005e.fbce5a81a5efe5412e49eaeb3a69835a.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, aloe, cucumber, charcoal",Cacti Eau de Parfum,"bergamot → italian bergamot essential (fuzzy), aloe → aloe vera (fuzzy), cucumber → cucumber water (fuzzy)",40.0,"italian bergamot essential, shiso, black tea, jasmine, heliotrope, cucumber water, mat, baltic amber, aloe vera","Shares key notes (bergamot → italian bergamot essential, aloe → aloe vera, cucumber → cucumber water); overall match strength 40.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Hydrating-Gentle-Face-Body-Wash-for-Men-Clean-Comfort-All-Skin-18-oz_1e55dfa0-f410-4ad8-aaeb-6dc77dd4aa29.17b8144716e5d77b6f7f58c70c86fa86.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"musk, charcoal",Velvet Fantasy Eau de Parfum,musk → musk (exact),50.0,"tangerine, pink pepper, black coffee, leather, violet, jasmine, lily of the valley, heliotrope powder, vanilla, amber, sandalwood, toffee",Shares key notes (musk → musk); overall match strength 50.0/100.
https://i5.walmartimages.com/seo/Skin-Elements-Intimate-Wash-for-Men-4-05-fl-oz-pH-Balanced-Foaming-Penis-Wash-Prevents-Itching-Irritation-Bad-Odor_cea6949f-1c6b-43ff-8ba1-e9e5a78d241b.4df47ac33f617600ef9e740579a591e6.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"tea tree, charcoal",Bowmakers Eau de Parfum,,0.0,"violin varnish, mahogany, outdoors, amber pine resin, maplewood, cypress, spiced tree resin, cedar, moss",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Old-Spice-Body-Wash-for-Men-Invigorate-with-Cooling-Mint-16-fl-oz-2-Pack_767aaae3-b3a1-4615-b2c4-12f409eab423.506c88b26f7b0b07b2b6759e7f102613.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Bath-and-Body-Works-Men-s-Collection-Ocean-Mini-3-Piece-Gift-Bag-Set-Travel-Size_22fbf2f1-e45d-4c5c-b926-8edef956d3e6.902bf4c9e945fa5f65098b8fe1eec43b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,ozone,Lili Laa Eau de Parfum,ozone → ozone (exact),100.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 100.0/100.
https://i5.walmartimages.com/seo/Old-Spice-Super-Hydration-Body-Wash-for-Men-Gentleman-s-Blend-Vanilla-Shea-20-fl-oz_83082717-e6cc-4b42-bb37-47ba9a140d45.b77b94c46c9fda6f640cb2eb6435c1fa.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, vanilla, amber, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact), vanilla → vanilla (exact), amber → amber (exact)",66.7,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom, vanilla → vanilla, amber → amber); overall match strength 66.7/100."
https://i5.walmartimages.com/seo/Cremo-Italian-Bergamot-Body-Wash-16-fl-oz_66ca1964-abcd-435e-a35c-8d43de530905.278b523ec7eab2d51d49e90478fe7c79.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, charcoal",Mefisto Eau de Parfum,"bergamot → bergamot (exact), lemon → calabrian lemon (fuzzy), citrus → fresh citrus (fuzzy)",52.0,"fresh citrus, calabrian lemon, grapefruit, bergamot, lavender flowers, damascene rose, white flowers, florence iris, neroli, cedar, haiti vetiver, vanilla bourbon","Shares key notes (bergamot → bergamot, lemon → calabrian lemon, citrus → fresh citrus); overall match strength 52.0/100."
https://i5.walmartimages.com/seo/Jack-Black-For-Men-Turbo-Wash-Energizing-Cleanser-Hair-and-Body-Wash-for-Men-10-Oz_fb4d0892-7e6f-47db-8c67-5498bf33aee4.e32c307dec4c928a94f3928231ad4f90.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"amber, wood, musk, charcoal",Danger Parfum Cologne,"amber → amber (exact), wood → wood (exact), musk → musk (exact)",75.0,"lemon, bergamot, lavender, tarragon, lily of the valley, jasmin de grasse, violet, rhubarb, galbanum, clove, cumin, patchouli","Shares key notes (amber → amber, wood → wood, musk → musk); overall match strength 75.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-for-Men-Sandalwood-Aloe-Vera-24-7-Shower-Fresh-18-oz-Exfoliation-Moisturization-26oz_6d442274-479e-4528-afb1-159d08d34da2.10782ec7f826d2dfe078b604e0e54f9b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, cedar, sandalwood, wood, ozone, aloe, cucumber, charcoal",Mon Nom Est Rouge Eau de Parfum,"pepper → pepper (exact), cardamom → cardamom (exact), cedar → cedar (exact), sandalwood → sandalwood (exact), wood → woody balsamic (fuzzy)",53.3,"pepper, lemon, elemi, pink pepper, metallic affect, rose, geranium, cardamom, cumin, cinnamon, ginger, incense","Shares key notes (pepper → pepper, cardamom → cardamom, cedar → cedar, sandalwood → sandalwood); overall match strength 53.3/100."
https://i5.walmartimages.com/seo/Axe-Phoenix-Refreshing-Long-Lasting-Body-Wash-Crushed-Mint-and-Rosemary-16-fl-oz_1a988021-aa14-4666-9800-d0babeed2907.a561436b3bf6915131507976aec4c9c7.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, sage, rosemary, herbal, floral, charcoal",Tahiti Vanilla Parfum,"sage → sage (exact), rosemary → rosemary (exact)",33.3,"bergamot, key lime, sage, rosemary, tahitian vanilla, jasmine, neroli, mimosa, ylang ylang, patchouly, sandalwood, vetiver","Shares key notes (sage → sage, rosemary → rosemary); overall match strength 33.3/100."
https://i5.walmartimages.com/seo/Irish-Spring-Aloe-Mist-Body-Wash-for-Men-Pack-of-2_1188c1e4-1e27-41da-8783-4eac2612ea16.d2a969f3db0a0ecc4b4f85e02ab546ee.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"floral, aloe, cucumber, charcoal",Cacti Eau de Parfum,"aloe → aloe vera (fuzzy), cucumber → cucumber water (fuzzy)",40.0,"italian bergamot essential, shiso, black tea, jasmine, heliotrope, cucumber water, mat, baltic amber, aloe vera","Shares key notes (aloe → aloe vera, cucumber → cucumber water); overall match strength 40.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-NightPanther-33-4-fl-oz_689d4ef6-7c0a-410c-a9f0-51c745f757d1.ab385c7a2202ca9f433dc407f12ed2d1.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Irish-Spring-Mens-Body-Wash-Body-Wash-for-Men-All-Skin-Types-Original-Scent-20-fl-oz-Bottle-2-Pack_abc6d98e-7c9a-4b48-915c-0c9c932e696a.6d53d4b035cd7b00d92335832cddacf6.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"floral, charcoal",Vaniglia del Madagascar Parfum Concentration,floral → floral (exact),17.5,"lemon, floral, amber, vanilla",Shares key notes (floral → floral); overall match strength 17.5/100.
https://i5.walmartimages.com/seo/13-5oz-Body-Wash-Harry-Potter-Potions_66c1f1a8-116a-4527-a41c-9f7ba9c56b0c.d4a7b2b4a5a6ad7cc27d8657da12befa.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/3-pack-Kingfisher-Co-Men-s-Body-Wash-Smoky-Mountain-and-Vanilla-18-oz_c590ca41-744a-4095-9821-cc9ad73f3e7f.eefa4b507cf8013cf67b2fd4e0f2e327.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"vanilla, amber, charcoal",Velvet Fantasy Eau de Parfum,"vanilla → vanilla (exact), amber → amber (exact)",66.7,"tangerine, pink pepper, black coffee, leather, violet, jasmine, lily of the valley, heliotrope powder, vanilla, amber, sandalwood, toffee","Shares key notes (vanilla → vanilla, amber → amber); overall match strength 66.7/100."
https://i5.walmartimages.com/seo/13-5oz-Body-Wash-Harry-Potter-Defense-Against-the-Dark-Arts_d9586e03-1e91-435a-8cdd-3a0a27dc0520.0eeb1ca1e272e2817f5d3cad699e07ad.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"amber, wood, musk, charcoal",Danger Parfum Cologne,"amber → amber (exact), wood → wood (exact), musk → musk (exact)",75.0,"lemon, bergamot, lavender, tarragon, lily of the valley, jasmin de grasse, violet, rhubarb, galbanum, clove, cumin, patchouli","Shares key notes (amber → amber, wood → wood, musk → musk); overall match strength 75.0/100."
https://i5.walmartimages.com/seo/Intimate-Wash-for-Men-Eliminates-Odors-pH-Balance-Smothes-Refreshes-Ballwash-for-Men-Rich-Lather-Maintains-Hygiene-Coconut-Lime-Scent_b3e79178-1331-41d3-a88d-c42426029732.2f3016cd8af1d138169292e4651f7fe0.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, ozone, coconut, charcoal",Chameleon Eau de Parfum,"bergamot → bergamot (exact), lemon → lemon (exact), coconut → coconut (exact)",50.0,"bergamot, lemon, madagascar ylang ylang, mango, pink pepper, star fruit, violet leaves, woody musk, clove, coconut, frangipani, jasmine","Shares key notes (bergamot → bergamot, lemon → lemon, coconut → coconut); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Indulgent-Moisture-Cashmere-Shower-Cream-by-Nivea-for-Unisex-8-5-oz-Shower-Cream_9d48c900-38aa-4b8e-8687-883b443271fa.d964209d06804265d8265141770b87a1.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-for-Men-Sunrise-Scent-24-7-Shower-Fresh-18-oz_bd7a6e56-022b-47fc-8627-0979d27dffa9.fad3dd270d03c6f4c654fedf17205848.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Purifying-Hydrating-Face-Body-Wash-for-Men-Charcoal-Clay-30-oz_c070a82a-c855-4b07-8999-e1fb93ae8af2.5621e320146518107cd82f5ef1a15367.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/COOL-WATER-by-Davidoff-SHOWER-GEL-5-OZ_d2c70548-bbb2-4b38-bfb8-c3e80f1bcf28.4615ff68dc482b152a0a8c951b236268.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,ozone,Lili Laa Eau de Parfum,ozone → ozone (exact),100.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 100.0/100.
https://i5.walmartimages.com/seo/Every-Man-Jack-Men-s-Hydrating-Body-Wash-Soap-for-All-Skin-Types-Sea-Salt-Citrus-28-8-oz-Fluid-Ounces_a39aeb14-3c0f-4c25-be05-7d849d1ad004.cb90d65c77f741709a800744851365e2.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, ozone, charcoal",Mefisto Eau de Parfum,"bergamot → bergamot (exact), lemon → calabrian lemon (fuzzy), citrus → fresh citrus (fuzzy)",41.6,"fresh citrus, calabrian lemon, grapefruit, bergamot, lavender flowers, damascene rose, white flowers, florence iris, neroli, cedar, haiti vetiver, vanilla bourbon","Shares key notes (bergamot → bergamot, lemon → calabrian lemon, citrus → fresh citrus); overall match strength 41.6/100."
https://i5.walmartimages.com/seo/Old-Spice-Body-Wash-for-Men-Raptorstrike-Long-Lasting-Lather-for-All-Skin-Types-24-fl-oz_068ff6af-bfe2-47a9-92d2-71fb994369ec.27b08e4456202bc03e4c42013a018e65.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Body-Wash-for-Men-Fiji-with-Palm-Tree-18-fl-oz_a318f5d4-67f5-4f7e-a422-1934b3e033df.8ea9eadd5c0f610836adf9e9308502b5.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/DUDE-Wipes-On-The-Go-Shower-Wipes-XL-Full-Body-Shower-Replacement-Wipes-Unscented-8-Count_39ec5666-ebfb-4285-b390-e4f8d8e2e5b0.2cf6aa27aa668aa6e31cd9e2e25708d7.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,unscented,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Old-Spice-Shower-Bath-Liquid_6250e194-515b-475b-b7a2-ca1171679b0b.09db2b541a390005a86ec4d2fab695b7.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, cedar, sandalwood, wood, ozone, charcoal",Mon Nom Est Rouge Eau de Parfum,"pepper → pepper (exact), cardamom → cardamom (exact), cedar → cedar (exact), sandalwood → sandalwood (exact), wood → woody balsamic (fuzzy)",68.6,"pepper, lemon, elemi, pink pepper, metallic affect, rose, geranium, cardamom, cumin, cinnamon, ginger, incense","Shares key notes (pepper → pepper, cardamom → cardamom, cedar → cedar, sandalwood → sandalwood); overall match strength 68.6/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Face-Body-Wash-for-Men-Nourishing-Mango-Cedarwood-All-Skin-18-oz_a68ec344-e426-4674-a0fa-bb98e8482a0e.7403a95949852c3e6e13fc9831828efd.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, charcoal",Interlude Black Iris Eau de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → agarwood smoke (fuzzy)",70.0,"bergamot, rosemary, violet leaves, orris, amber, frankincense, cistus, myrrh, vanilla, leather, agarwood smoke, patchouli","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → agarwood smoke); overall match strength 70.0/100."
https://i5.walmartimages.com/seo/Jack-Black-All-Over-Wash-for-Face-Hair-Body-with-Wheat-Protein-Panthenol-10oz_d0f7d209-fad9-4c61-88b1-1513e69b4e7c.ae520ee8b0b5b63567adfdfd3835e63a.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"amber, wood, charcoal",Asphalt Rainbow Scratch & Sniff Sticker Set,"amber → amber (exact), wood → wood (exact)",66.7,"rose, rose fragments, spray paint, galbanum, lily of the valley, lychee, ylang, saffron, magnolia, leather, cistus, asphalt","Shares key notes (amber → amber, wood → wood); overall match strength 66.7/100."
https://i5.walmartimages.com/seo/Old-Spice-NFL-Goff-The-Chain-Body-Wash-Deodorant_e43f2ad2-101d-4231-a7eb-05b035c0e1b1.df9e44015fbd97bc33ea49e12444289b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Liquid-Body-Wash-for-Men-Blood-Orange-Sage-Plant-Based-All-Skin-18-oz_4ab45f04-41c0-463f-b0ed-981fc26d9c7f.a0586fc006f98e5020f2f9fb38759613.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, sage, rosemary, herbal, charcoal",Knize Forest Eau de Toilette,"bergamot → bergamot (exact), lemon → lemon (exact), sage → sage (exact), rosemary → rosemary (exact)",57.1,"orange, lemon, petitgrain, bergamot, lavender, rosemary, sage, oregano, basil, geranium, rosewood, carnation","Shares key notes (bergamot → bergamot, lemon → lemon, sage → sage, rosemary → rosemary); overall match strength 57.1/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Travel-Essentials-Bundle-Extra-Fresh-Body-Face-Wash-Fresh-Clean-2-In-1-Shampoo-3-Oz-Ea-Packaging-May-Vary_827ebcc1-8676-49ac-8f4d-8b44d6de7967.d0d103efa1dba75a0825dfc57f161ee7.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, musk, charcoal",Velvet Fantasy Eau de Parfum,musk → musk (exact),33.3,"tangerine, pink pepper, black coffee, leather, violet, jasmine, lily of the valley, heliotrope powder, vanilla, amber, sandalwood, toffee",Shares key notes (musk → musk); overall match strength 33.3/100.
https://i5.walmartimages.com/seo/Cremo-Moisturizing-Men-s-Body-Wash-16-fl-oz-Heritage-Green-Fresh-Timber-Scent-For-All-Skin-Types_37a3420c-f4e5-49c3-b0c1-0e73ffda0dc5.7dde92501709900514ac0d044201fd97.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, charcoal",Lili Laa Eau de Parfum,ozone → ozone (exact),50.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 50.0/100.
https://i5.walmartimages.com/seo/18-21-Man-Made-Wash-3-in-1-Absolute-Mahogany-18-oz_2933a599-e252-476a-86b8-9aeae68e2b20.e946fb98a72003d8dd3cd135bc6dc3d3.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, charcoal",Interlude Black Iris Eau de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → agarwood smoke (fuzzy)",70.0,"bergamot, rosemary, violet leaves, orris, amber, frankincense, cistus, myrrh, vanilla, leather, agarwood smoke, patchouli","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → agarwood smoke); overall match strength 70.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-Moisturizing-Hydro-Wash-Captain-Scent-21-oz_0b8f5f5a-f0b1-47f6-ad9e-8ad8786700b4.cd0524af5f8f566435dbf9c02626ade8.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Cremo-Reserve-Collection-Body-Wash-Palo-Santo-16-fl-oz-473-ml_ce764a30-83bd-4e24-b29b-6e7f5eb0c1e4.06ec0704b8378eb0c313ee0e113682a7.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Dove-Men-Care-Body-Wash-for-Men-Blood-Orange-Plant-Based-Cleansers-and-Moisturizers-26-oz_7a1a3f63-e187-42c8-8d2d-298507ef3cf5.d15b61aafdb4138135fa10c218c48e2d.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, musk, charcoal",Magnolia Grandiflora - Michel Eau de Parfum,"bergamot → bergamot (exact), lemon → lemon (exact), musk → musk (exact)",60.0,"lemon, bergamot, grapefruit, jasmine, ylang-ylang, rose, magnolia, vetiver, patchouli, musk","Shares key notes (bergamot → bergamot, lemon → lemon, musk → musk); overall match strength 60.0/100."
https://i5.walmartimages.com/seo/Old-Spice-NFL-Kittle-Can-Cook-Body-Wash-Body-Spray_85def31d-d790-4525-8388-f338620fbb57.a9e8d71b4b40b9c03ba17f41366761e7.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Suave-Men-Charcoal-3-in-1-Shampoo-Conditioner-Body-Wash-Charcoal-Ginger-12-6-oz_f0eac04a-b654-4f6c-960f-1e9764ad0da6.580d77a15287e9a5694febf2a1849883.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/CeeDee-TD-Bundle_4536430e-0654-4e12-beda-9b05f60dbea6.f24d40ccbec8924e736aabbb58daf970.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/VO5-Men-3-in-1-Ocean-Surge-Shampoo-Conditioner-Body-Wash-15-Oz-Pack-of-3_3c4da11d-86ad-406a-ab1f-192c508162c9.227823708daafacc23920717cc8cb493.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, charcoal",Lili Laa Eau de Parfum,ozone → ozone (exact),50.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 50.0/100.
https://i5.walmartimages.com/seo/Dr-Squatch-Wood-Barrel-Bourbon-Bundle_8467dec5-5ad7-4fe2-a24d-30fb30ce7c65.ae3b341c185d9d8f81bf94ccff65c623.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, tobacco, leather",Rhinoceros Extrait de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → pinewood (fuzzy), tobacco → tobacco (exact), leather → leather (exact)",83.0,"rum, bergamot, lavender, elemi, sage, armoise, conifer needles, pinewood, tobacco, immortelle, geranium, agarwood","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → pinewood, tobacco → tobacco); overall match strength 83.0/100."
